1	143.1953236916178	143.1953236916178
3	121.10828748018764	28.54549711171018
10	133.85101622174156	8.64004594499573
30	126.0110488907951	7.275251299796763
100	91.87225992230715	5.30424739972033
300	49.596934617940484	2.8634803552648203
1000	18.08324269700971	1.044036503893989
3000	8.208189711675443	0.47390005395953333
10000	3.899232855379198	0.2251223138686213
30000	2.2785007560065966	0.13154930248291744
100000	1.1506300905616134	0.0664316592523431
300000	0.7229863089414326	0.041741634008775
1000000	0.3925196730739564	0.02266213389114726
