5	50.58749284229619	2.920670261012797
10	38.868984886554664	2.244101888737983
15	32.410528530145385	1.8712227371457482
20	30.297473614810343	1.7492254547276334
25	30.732587185888548	1.7743467484666395
30	24.42054286753561	1.4099206998328477
35	24.7828447718663	1.4308382100321717
40	24.268224055360882	1.4011265691116754
45	24.84119421522626	1.4342070167152654
50	24.160373751071642	1.394899828890318
55	23.74616006367338	1.3709851904981765
60	21.463347436176242	1.2391869419986816
65	21.87510474650729	1.2629597613947243
70	22.79173335071492	1.315881338533343
75	21.3762244984225	1.23415689684221
80	21.193206216674266	1.2235903314188137
85	22.624283945883928	1.3062136426378612
90	24.36036582047569	1.4064463764009396
95	23.218799848694573	1.3405380342903852
100	23.834350245326934	1.3760768530099328
105	25.594332188078564	1.477689457851586
110	24.599110726468083	1.4202303199751758
115	25.199863996673745	1.4549148262021543
120	23.85860287733566	1.377477079371812
125	25.952583181910818	1.4983730886242363
130	29.708904473196707	1.7152443994928994
135	26.296308440301846	1.5182180756701698
140	29.06415562060335	1.6780198071324517
145	30.155609419703787	1.7410349216043195
150	28.985034540003088	1.673451749414138
155	33.941721770140965	1.9596262200750265
160	35.45102671980639	2.0467659819728836
165	39.85012569438889	2.3007480796895847
170	40.213715314690916	2.3217399362051774
175	40.3612339680018	2.3302569296251305
