RAT: Libraries loaded.

Processing readMTV.C...
***********************************************************************************************
*    Row   * Instance * trackPDG  *  trackPos *  trackPos *  trackPos *  trackTim *  trackPro *
*        0 *       66 *      2212 * 12814.507 * -4528.231 * -10371.01 * 17153.687 *         1 *
*        0 *       67 *      2212 * 12814.507 * -4528.231 * -10371.01 * 17153.687 *         4 *
*        0 *       68 *      2212 * 12825.905 * -4523.616 * -10369.74 * 12702.810 *         1 *
*        0 *       69 *      2212 * 12825.905 * -4523.616 * -10369.74 * 12702.810 *         4 *
*        0 *       73 *      2212 * 12832.504 * -4521.065 * -10377.02 * 10054.006 *         1 *
*        0 *       74 *      2212 * 12832.504 * -4521.065 * -10377.02 * 10054.006 *         4 *
*        0 *       75 *      2212 * 12831.837 * -4521.014 * -10377.02 * 9794.3632 *         1 *
*        0 *       76 *      2212 * 12831.837 * -4521.014 * -10377.02 * 9794.3635 *         4 *
*        0 *       77 *      2212 * 12821.777 * -4508.501 * -10381.07 * 4047.5472 *         1 *
*        0 *       78 *      2212 * 12821.777 * -4508.501 * -10381.07 * 4047.5475 *         4 *
*        0 *       79 *      2212 * 12820.924 * -4503.036 * -10375.41 * 3206.7189 *         1 *
*        0 *       80 *      2212 * 12820.924 * -4503.036 * -10375.41 * 3206.7192 *         4 *
*        0 *       81 *      2212 * 12827.265 * -4482.181 * -10364.87 * 1262.7749 *         1 *
*        0 *       82 *      2212 * 12827.265 * -4482.181 * -10364.87 * 1262.7752 *         4 *
*        0 *       83 *      2212 * 12827.469 * -4480.777 * -10363.56 * 1120.6659 *         1 *
*        0 *       84 *      2212 * 12827.469 * -4480.777 * -10363.56 * 1120.6662 *         4 *
*        0 *       85 *      2212 * 12827.533 * -4479.833 * -10363.81 * 1073.1494 *         1 *
*        0 *       86 *      2212 * 12827.533 * -4479.833 * -10363.81 * 1073.1497 *         4 *
*        0 *       87 *      2212 * 12823.430 * -4473.911 * -10367.67 * 749.03271 *         1 *
*        0 *       88 *      2212 * 12823.430 * -4473.911 * -10367.67 * 749.03271 *         4 *
*        0 *       89 *      2212 * 12815.095 * -4459.460 * -10357.36 * 361.47554 *         1 *
*        0 *       90 *      2212 * 12815.095 * -4459.460 * -10357.36 * 361.47554 *         4 *
*        0 *       91 *      2212 * 12803.288 * -4460.129 * -10341.30 * 105.37653 *         1 *
*        0 *       92 *      2212 * 12803.288 * -4460.129 * -10341.30 * 105.37653 *         4 *
*        0 *       93 *      2212 * 12800.180 * -4463.535 * -10341.09 * 78.135167 *         1 *
*        0 *       94 *      2212 * 12800.180 * -4463.535 * -10341.09 * 78.135195 *         4 *
*        0 *       98 *      2212 * 12816.383 * -4472.083 * -10327.51 * 41.226598 *         1 *
*        0 *       99 *      2212 * 12816.383 * -4472.083 * -10327.51 * 41.226602 *         4 *
*        0 *      100 *      2212 * 12841.471 * -4481.212 * -10321.78 * 1.2061023 *         1 *
*        0 *      101 *      2212 * 12841.471 * -4481.212 * -10321.78 * 1.2063241 *         4 *
*        0 *      102 *      2212 * 12841.471 * -4481.212 * -10321.78 * 1.2063463 *         4 *
*        1 *       47 *      2212 * 8492.2143 * 15419.596 * 16220.764 * 34755.603 *         1 *
*        1 *       48 *      2212 * 8492.2143 * 15419.596 * 16220.764 * 34755.604 *         4 *
*        1 *       49 *      2212 * 8480.4784 * 15417.115 * 16210.803 * 29954.408 *         1 *
*        1 *       50 *      2212 * 8480.4784 * 15417.115 * 16210.803 * 29954.409 *         4 *
