1	159.95642441221645	159.95642441221645
3	129.65329867509362	31.445543832186193
10	137.05625272539814	8.978853653072703
30	109.14087522158088	6.301251368877107
100	84.91867339350287	4.902781894296479
300	46.02446797182724	2.6572238972843767
1000	17.770853332313397	1.0260006955140497
3000	8.641120938120931	0.4988953499724231
10000	4.04858721275003	0.23374529171189065
30000	2.192345499309291	0.12657512641828833
100000	1.1971363161332604	0.06911669743762147
300000	0.7189158959436479	0.04150662860477661
1000000	0.38960302733974744	0.02249374127116963
